Tid	Kanal A
(ms)	(mV)

101.79999743	10.11934000
101.99999742	4.59830200
102.19999742	-1.83932100
102.39999741	-7.35728300
102.59999741	-3.67864200
102.79999740	0.00000000
102.99999740	8.27694300
103.19999739	6.43762300
103.39999739	0.00000000
103.59999738	-6.43762300
103.79999738	-0.91966040
103.99999737	-8.27694300
104.19999737	-5.51796200
104.39999736	-17.47662000
104.59999736	-14.71764000
104.79999735	-6.43762300
104.99999735	11.95866000
105.19999734	13.79798000
105.39999734	9.19660400
105.59999733	-5.51796200
105.79999733	-23.91732000
105.99999732	-10.11934000
106.19999732	5.51796200
106.39999731	16.55696000
106.59999731	15.63730000
106.79999730	5.51796200
106.99999730	3.67864200
107.19999729	-2.75898100
107.39999729	4.59830200
107.59999728	-2.75898100
107.79999728	-11.03900000
107.99999727	-10.11934000
108.19999727	-3.67864200
108.39999726	3.67864200
108.59999726	3.67864200
108.79999725	1.83932100
108.99999725	-11.03900000
109.19999724	-12.87832000
109.39999724	-9.19660400
109.59999723	-1.83932100
109.79999723	-4.59830200
109.99999722	4.59830200
110.19999722	4.59830200
110.39999721	8.27694300
110.59999721	8.27694300
110.79999720	5.51796200
110.99999720	2.75898100
111.19999719	0.91966040
111.39999719	0.00000000
111.59999718	9.19660400
111.79999718	5.51796200
111.99999717	0.91966040
112.19999717	-3.67864200
112.39999716	13.79798000
112.59999716	5.51796200
112.79999715	-3.67864200
112.99999715	-19.31594000
113.19999714	-17.47662000
113.39999714	-12.87832000
113.59999713	0.00000000
113.79999713	16.55696000
113.99999712	7.35728300
114.19999712	-4.59830200
114.39999711	-14.71764000
114.59999710	-11.03900000
114.79999710	0.00000000
114.99999709	-2.75898100
115.19999709	0.00000000
115.39999708	-2.75898100
115.59999708	11.03900000
115.79999707	19.31594000
115.99999707	16.55696000
116.19999706	4.59830200
116.39999706	-19.31594000
116.59999705	-15.63730000
116.79999705	-4.59830200
116.99999704	13.79798000
117.19999704	15.63730000
117.39999703	6.43762300
117.59999703	-5.51796200
117.79999702	-13.79798000
117.99999702	-8.27694300
118.19999701	-3.67864200
118.39999701	-6.43762300
118.59999700	-3.67864200
118.79999700	-2.75898100
118.99999699	9.19660400
119.19999699	8.27694300
119.39999698	9.19660400
119.59999698	-1.83932100
119.79999697	-10.11934000
119.99999697	-5.51796200
120.19999696	1.83932100
120.39999696	9.19660400
120.59999695	7.35728300
120.79999695	0.91966040
120.99999694	0.91966040
121.19999694	0.00000000
121.39999693	2.75898100
121.59999693	-3.67864200
121.79999692	-9.19660400
121.99999692	-8.27694300
122.19999691	-1.83932100
122.39999691	-4.59830200
122.59999690	-0.91966040
122.79999690	-0.91966040
122.99999689	1.83932100
123.19999689	1.83932100
123.39999688	2.75898100
123.59999688	0.00000000
123.79999687	-11.95866000
123.99999687	-1.83932100
124.19999686	6.43762300
124.39999686	22.99766000
124.59999685	17.47662000
124.79999685	7.35728300
124.99999684	-2.75898100
125.19999684	-6.43762300
125.39999683	-2.75898100
125.59999683	-1.83932100
125.79999682	4.59830200
125.99999682	-2.75898100
126.19999681	-5.51796200
126.39999681	6.43762300
126.59999680	4.59830200
126.79999680	-3.67864200
126.99999679	-21.15834000
127.19999679	-20.23868000
127.39999678	-15.63730000
127.59999678	2.75898100
127.79999677	13.79798000
127.99999677	16.55696000
128.19999676	3.67864200
128.39999676	-4.59830200
128.59999675	-3.67864200
128.79999675	3.67864200
128.99999674	2.75898100
129.19999674	2.75898100
129.39999673	3.67864200
129.59999673	9.19660400
129.79999672	16.55696000
129.99999672	8.27694300
130.19999671	-1.83932100
130.39999671	-9.19660400
130.59999670	-10.11934000
130.79999670	-6.43762300
130.99999669	-2.75898100
131.19999669	-1.83932100
131.39999668	-4.59830200
131.59999668	-3.67864200
131.79999667	7.35728300
131.99999667	2.75898100
132.19999666	-3.67864200
132.39999666	-22.99766000
132.59999665	-16.55696000
132.79999665	-5.51796200
132.99999664	17.47662000
133.19999664	21.15834000
133.39999663	11.03900000
133.59999662	-0.91966040
133.79999662	-14.71764000
133.99999661	-8.27694300
134.19999661	4.59830200
134.39999660	2.75898100
134.59999660	0.91966040
134.79999659	-1.83932100
134.99999659	6.43762300
135.19999658	5.51796200
135.39999658	5.51796200
135.59999657	-5.51796200
135.79999657	-22.99766000
135.99999656	-16.55696000
136.19999656	-1.83932100
136.39999655	17.47662000
136.59999655	15.63730000
136.79999654	5.51796200
136.99999654	-6.43762300
137.19999653	-9.19660400
137.39999653	-1.83932100
137.59999652	3.67864200
137.79999652	24.83698000
137.99999651	7.35728300
138.19999651	0.91966040
138.39999650	-4.59830200
138.59999650	-3.67864200
138.79999649	0.00000000
138.99999649	7.35728300
139.19999648	11.95866000
139.39999648	-3.67864200
139.59999647	-8.27694300
139.79999647	-23.91732000
139.99999646	-9.19660400
140.19999646	-0.91966040
140.39999645	10.11934000
140.59999645	8.27694300
140.79999644	0.91966040
140.99999644	-11.95866000
141.19999643	-14.71764000
141.39999643	-1.83932100
141.59999642	5.51796200
141.79999642	2.75898100
141.99999641	4.59830200
142.19999641	4.59830200
142.39999640	22.99766000
142.59999640	17.47662000
142.79999639	8.27694300
142.99999639	-17.47662000
143.19999638	-20.23868000
143.39999638	-13.79798000
143.59999637	7.35728300
143.79999637	36.79564000
143.99999636	17.47662000
144.19999636	-6.43762300
144.39999635	-29.43836000
144.59999635	-31.27768000
144.79999634	-13.79798000
144.99999634	0.91966040
145.19999633	11.03900000
145.39999633	0.00000000
145.59999632	0.91966040
145.79999632	-11.03900000
145.99999631	4.59830200
146.19999631	2.75898100
146.39999630	-7.35728300
146.59999630	-2.75898100
146.79999629	2.75898100
146.99999629	11.03900000
147.19999628	6.43762300
147.39999628	11.95866000
147.59999627	2.75898100
147.79999627	2.75898100
147.99999626	-1.83932100
148.19999626	4.59830200
148.39999625	-8.27694300
148.59999625	-9.19660400
148.79999624	-4.59830200
148.99999624	8.27694300
149.19999623	8.27694300
149.39999623	1.83932100
149.59999622	-10.11934000
149.79999622	-14.71764000
149.99999621	-10.11934000
150.19999621	0.00000000
150.39999620	-2.75898100
150.59999620	2.75898100
150.79999619	-1.83932100
150.99999619	11.03900000
151.19999618	13.79798000
151.39999618	9.19660400
151.59999617	-4.59830200
151.79999617	-19.31594000
151.99999616	-11.95866000
152.19999616	-2.75898100
152.39999615	27.59596000
152.59999615	22.99766000
152.79999614	4.59830200
152.99999613	-19.31594000
